,hospital_id,year,staff_group,prod_hrs,prodhrs_adjptday
34902,106344029,2013,Technician & Specialist,204548,5.64
34903,106344029,2013,Registered Nurse,304206,8.39
34904,106344029,2013,Licensed Vocational Nurse,9289,0.26
34905,106344029,2013,Aides & Orderlies,26474,0.73
34906,106344029,2013,Clerical & Other Administrative,125823,3.47
34907,106344029,2013,Environmental & Food Services,110201,3.04
34908,106344029,2013,Other,35306,0.97
34909,106344029,2013,Contracted Registry Nursing,17318,0.48
34910,106344029,2013,Contracted Other,23424,0.65
34911,106344029,2013,Daily Cost Centers,266648,7.36
34912,106344029,2013,Ambulatory Cost Centers,87198,2.41
34913,106344029,2013,Ancillary Cost Centers,240059,6.62
34914,106344029,2013,Education Cost Centers,0,0.0
34915,106344029,2013,General Services Cost Centers,191203,5.27
34916,106344029,2013,Fiscal Services Cost Centers,46152,1.27
34917,106344029,2013,Administrative Services Cost Centers,102053,2.82
34918,106344035,2013,Management & Supervision,84775,10.6
34919,106344035,2013,Technician & Specialist,31940,3.99
34920,106344035,2013,Registered Nurse,351,0.04
34921,106344035,2013,Licensed Vocational Nurse,16312,2.04
34922,106344035,2013,Aides & Orderlies,18464,2.31
34923,106344035,2013,Clerical & Other Administrative,7125,0.89
34924,106344035,2013,Environmental & Food Services,20746,2.59
34925,106344035,2013,Other,6218,0.78
34926,106344035,2013,Contracted Registry Nursing,1736,0.22
34927,106344035,2013,Contracted Other,29,0.0
34928,106344035,2013,Daily Cost Centers,97925,12.25
34929,106344035,2013,Ambulatory Cost Centers,0,0.0
34930,106344035,2013,Ancillary Cost Centers,33083,4.14
34931,106344035,2013,Education Cost Centers,0,0.0
34932,106344035,2013,General Services Cost Centers,25967,3.25
34933,106344035,2013,Fiscal Services Cost Centers,2613,0.33
34934,106344035,2013,Administrative Services Cost Centers,28108,3.51
34935,106344170,2013,Management & Supervision,14707,2.6
34936,106344170,2013,Technician & Specialist,29534,5.23
34937,106344170,2013,Registered Nurse,4064,0.72
34938,106344170,2013,Licensed Vocational Nurse,15051,2.66
34939,106344170,2013,Aides & Orderlies,0,0.0
34940,106344170,2013,Clerical & Other Administrative,6519,1.15
34941,106344170,2013,Environmental & Food Services,17783,3.15
34942,106344170,2013,Other,0,0.0
34943,106344170,2013,Contracted Registry Nursing,0,0.0
34944,106344170,2013,Contracted Other,0,0.0
34945,106344170,2013,Daily Cost Centers,60392,10.69
34946,106344170,2013,Ambulatory Cost Centers,0,0.0
34947,106344170,2013,Ancillary Cost Centers,0,0.0
34948,106344170,2013,Education Cost Centers,0,0.0
34949,106344170,2013,General Services Cost Centers,18577,3.29
34950,106344170,2013,Fiscal Services Cost Centers,0,0.0
34951,106344170,2013,Administrative Services Cost Centers,8689,1.54
34952,106344188,2013,Management & Supervision,13908,2.46
34953,106344188,2013,Technician & Specialist,25856,4.57
34954,106344188,2013,Registered Nurse,897,0.16
34955,106344188,2013,Licensed Vocational Nurse,18396,3.25
34956,106344188,2013,Aides & Orderlies,0,0.0
34957,106344188,2013,Clerical & Other Administrative,9412,1.66
34958,106344188,2013,Environmental & Food Services,9963,1.76
34959,106344188,2013,Other,0,0.0
34960,106344188,2013,Contracted Registry Nursing,0,0.0
34961,106344188,2013,Contracted Other,0,0.0
34962,106344188,2013,Daily Cost Centers,56525,10.0
34963,106344188,2013,Ambulatory Cost Centers,0,0.0
34964,106344188,2013,Ancillary Cost Centers,0,0.0
34965,106344188,2013,Education Cost Centers,0,0.0
34966,106344188,2013,General Services Cost Centers,13599,2.41
34967,106344188,2013,Fiscal Services Cost Centers,0,0.0
34968,106344188,2013,Administrative Services Cost Centers,8308,1.47
34969,106350784,2013,Management & Supervision,87200,0.88
34970,106350784,2013,Technician & Specialist,123326,1.24
34971,106350784,2013,Registered Nurse,161846,1.63
34972,106350784,2013,Licensed Vocational Nurse,32926,0.33
34973,106350784,2013,Aides & Orderlies,153031,1.54
34974,106350784,2013,Clerical & Other Administrative,159957,1.61
34975,106350784,2013,Environmental & Food Services,97205,0.98
34976,106350784,2013,Other,19007,0.19
34977,106350784,2013,Contracted Registry Nursing,14108,0.14
34978,106350784,2013,Contracted Other,1906,0.02
34979,106350784,2013,Daily Cost Centers,244963,2.47
34980,106350784,2013,Ambulatory Cost Centers,127300,1.28
34981,106350784,2013,Ancillary Cost Centers,180548,1.82
34982,106350784,2013,Education Cost Centers,0,0.0
34983,106350784,2013,General Services Cost Centers,163363,1.65
34984,106350784,2013,Fiscal Services Cost Centers,73930,0.74
34985,106350784,2013,Administrative Services Cost Centers,60408,0.61
34986,106361110,2013,Management & Supervision,32828,0.5
34987,106361110,2013,Technician & Specialist,42418,0.65
34988,106361110,2013,Registered Nurse,36835,0.56
34989,106361110,2013,Licensed Vocational Nurse,14592,0.22
34990,106361110,2013,Aides & Orderlies,62732,0.96
34991,106361110,2013,Clerical & Other Administrative,81140,1.24
34992,106361110,2013,Environmental & Food Services,35522,0.54
34993,106361110,2013,Other,4123,0.06
34994,106361110,2013,Contracted Registry Nursing,780,0.01
34995,106361110,2013,Contracted Other,0,0.0
34996,106361110,2013,Daily Cost Centers,54179,0.83
34997,106361110,2013,Ambulatory Cost Centers,80183,1.22
34998,106361110,2013,Ancillary Cost Centers,49255,0.75
34999,106361110,2013,Education Cost Centers,0,0.0
35000,106361110,2013,General Services Cost Centers,46712,0.71
35001,106361110,2013,Fiscal Services Cost Centers,42986,0.66
35002,106361110,2013,Administrative Services Cost Centers,37655,0.57
35003,106361144,2013,Management & Supervision,47199,2.12
35004,106361144,2013,Technician & Specialist,393320,17.65
35005,106361144,2013,Registered Nurse,248167,11.14
35006,106361144,2013,Licensed Vocational Nurse,10928,0.49
35007,106361144,2013,Aides & Orderlies,46050,2.07
35008,106361144,2013,Clerical & Other Administrative,92498,4.15
35009,106361144,2013,Environmental & Food Services,63684,2.86
35010,106361144,2013,Other,17167,0.77
35011,106361144,2013,Contracted Registry Nursing,3004,0.13
35012,106361144,2013,Contracted Other,0,0.0
35013,106361144,2013,Daily Cost Centers,241413,10.83
35014,106361144,2013,Ambulatory Cost Centers,95678,4.29
35015,106361144,2013,Ancillary Cost Centers,211928,9.51
35016,106361144,2013,Education Cost Centers,47839,2.15
35017,106361144,2013,General Services Cost Centers,166999,7.49
35018,106361144,2013,Fiscal Services Cost Centers,65989,2.96
35019,106361144,2013,Administrative Services Cost Centers,92171,4.14
35020,106361166,2013,Management & Supervision,55327,3.24
35021,106361166,2013,Technician & Specialist,212077,12.41
35022,106361166,2013,Registered Nurse,199901,11.7
35023,106361166,2013,Licensed Vocational Nurse,16865,0.99
35024,106361166,2013,Aides & Orderlies,22263,1.3
35025,106361166,2013,Clerical & Other Administrative,88474,5.18
35026,106361166,2013,Environmental & Food Services,57565,3.37
35027,106361166,2013,Other,10407,0.61
35028,106361166,2013,Contracted Registry Nursing,687,0.04
35029,106361166,2013,Contracted Other,0,0.0
35030,106361166,2013,Daily Cost Centers,178109,10.43
35031,106361166,2013,Ambulatory Cost Centers,58186,3.41
35032,106361166,2013,Ancillary Cost Centers,150639,8.82
35033,106361166,2013,Education Cost Centers,0,0.0
35034,106361166,2013,General Services Cost Centers,144465,8.46
35035,106361166,2013,Fiscal Services Cost Centers,50646,2.96
35036,106361166,2013,Administrative Services Cost Centers,81521,4.77
35037,106361223,2013,Management & Supervision,15129,0.14
35038,106361223,2013,Technician & Specialist,158752,1.5
35039,106361223,2013,Registered Nurse,1781473,16.82
35040,106361223,2013,Licensed Vocational Nurse,10364,0.1
35041,106361223,2013,Aides & Orderlies,291908,2.76
35042,106361223,2013,Clerical & Other Administrative,0,0.0
35043,106361223,2013,Environmental & Food Services,0,0.0
35044,106361223,2013,Other,2582607,24.38
35045,106361223,2013,Contracted Registry Nursing,35170,0.33
35046,106361223,2013,Contracted Other,1078,0.01
35047,106361223,2013,Daily Cost Centers,1677713,15.84
35048,106361223,2013,Ambulatory Cost Centers,301540,2.85
35049,106361223,2013,Ancillary Cost Centers,594639,5.61
35050,106361223,2013,Education Cost Centers,62384,0.59
35051,106361223,2013,General Services Cost Centers,1369842,12.93
35052,106361223,2013,Fiscal Services Cost Centers,165347,1.56
35053,106361223,2013,Administrative Services Cost Centers,705016,6.65
35054,106361246,2013,Management & Supervision,1169498,4.14
35055,106361246,2013,Technician & Specialist,4177033,14.79
35056,106361246,2013,Registered Nurse,5770902,20.44
35057,106361246,2013,Licensed Vocational Nurse,406641,1.44
35058,106361246,2013,Aides & Orderlies,1344578,4.76
35059,106361246,2013,Clerical & Other Administrative,1666911,5.9
35060,106361246,2013,Environmental & Food Services,1128283,4.0
35061,106361246,2013,Other,2087461,7.39
35062,106361246,2013,Contracted Registry Nursing,324266,1.15
35063,106361246,2013,Contracted Other,134827,0.48
35064,106361246,2013,Daily Cost Centers,5839280,20.68
35065,106361246,2013,Ambulatory Cost Centers,1736975,6.15
35066,106361246,2013,Ancillary Cost Centers,4246227,15.04
35067,106361246,2013,Education Cost Centers,1315505,4.66
35068,106361246,2013,General Services Cost Centers,2862086,10.14
35069,106361246,2013,Fiscal Services Cost Centers,702852,2.49
35070,106361246,2013,Administrative Services Cost Centers,1502411,5.32
35071,106361266,2013,Management & Supervision,41460,1.42
35072,106361266,2013,Technician & Specialist,35204,1.21
35073,106361266,2013,Registered Nurse,22574,0.77
35074,106361266,2013,Licensed Vocational Nurse,24229,0.83
35075,106361266,2013,Aides & Orderlies,39514,1.35
35076,106361266,2013,Clerical & Other Administrative,58253,2.0
35077,106361266,2013,Environmental & Food Services,19968,0.68
35078,106361266,2013,Other,6954,0.24
35079,106361266,2013,Contracted Registry Nursing,0,0.0
35080,106361266,2013,Contracted Other,442,0.02
35081,106361266,2013,Daily Cost Centers,61426,2.11
35082,106361266,2013,Ambulatory Cost Centers,34613,1.19
35083,106361266,2013,Ancillary Cost Centers,48798,1.67
35084,106361266,2013,Education Cost Centers,0,0.0
35085,106361266,2013,General Services Cost Centers,35382,1.21
35086,106361266,2013,Fiscal Services Cost Centers,41602,1.43
35087,106361266,2013,Administrative Services Cost Centers,26777,0.92
35088,106361274,2013,Management & Supervision,124320,4.85
35089,106361274,2013,Technician & Specialist,88443,3.45
35090,106361274,2013,Registered Nurse,79308,3.09
35091,106361274,2013,Licensed Vocational Nurse,63995,2.5
35092,106361274,2013,Aides & Orderlies,58463,2.28
35093,106361274,2013,Clerical & Other Administrative,9693,0.38
35094,106361274,2013,Environmental & Food Services,37257,1.45
35095,106361274,2013,Other,0,0.0
35096,106361274,2013,Contracted Registry Nursing,377,0.01
35097,106361274,2013,Contracted Other,216,0.01
35098,106361274,2013,Daily Cost Centers,260414,10.16
35099,106361274,2013,Ambulatory Cost Centers,10686,0.42
35100,106361274,2013,Ancillary Cost Centers,73233,2.86
35101,106361274,2013,Education Cost Centers,0,0.0
35102,106361274,2013,General Services Cost Centers,55139,2.15
35103,106361274,2013,Fiscal Services Cost Centers,9639,0.38
35104,106361274,2013,Administrative Services Cost Centers,52961,2.07
35105,106361308,2013,Management & Supervision,141912,1.72
35106,106361308,2013,Technician & Specialist,777752,9.45
35107,106361308,2013,Registered Nurse,795306,9.66
35108,106361308,2013,Licensed Vocational Nurse,60594,0.74
35109,106361308,2013,Aides & Orderlies,183224,2.23
35110,106361308,2013,Clerical & Other Administrative,362900,4.41
35111,106361308,2013,Environmental & Food Services,183961,2.23
35112,106361308,2013,Other,0,0.0
35113,106361308,2013,Contracted Registry Nursing,14127,0.17
35114,106361308,2013,Contracted Other,14588,0.18
35115,106361308,2013,Daily Cost Centers,701451,8.52
35116,106361308,2013,Ambulatory Cost Centers,405159,4.92
35117,106361308,2013,Ancillary Cost Centers,660518,8.02
35118,106361308,2013,Education Cost Centers,0,0.0
35119,106361308,2013,General Services Cost Centers,405812,4.93
35120,106361308,2013,Fiscal Services Cost Centers,105054,1.28
35121,106361308,2013,Administrative Services Cost Centers,256370,3.11
35122,106361318,2013,Management & Supervision,175671,1.91
35123,106361318,2013,Technician & Specialist,670253,7.28
35124,106361318,2013,Registered Nurse,902736,9.81
35125,106361318,2013,Licensed Vocational Nurse,20218,0.22
35126,106361318,2013,Aides & Orderlies,250507,2.72
35127,106361318,2013,Clerical & Other Administrative,529069,5.75
35128,106361318,2013,Environmental & Food Services,298655,3.24
35129,106361318,2013,Other,0,0.0
35130,106361318,2013,Contracted Registry Nursing,6329,0.07
35131,106361318,2013,Contracted Other,40467,0.44
35132,106361318,2013,Daily Cost Centers,843808,9.17
35133,106361318,2013,Ambulatory Cost Centers,267544,2.91
35134,106361318,2013,Ancillary Cost Centers,778247,8.45
35135,106361318,2013,Education Cost Centers,0,0.0
35136,106361318,2013,General Services Cost Centers,589106,6.4
35137,106361318,2013,Fiscal Services Cost Centers,225933,2.45
35138,106361318,2013,Administrative Services Cost Centers,189267,2.06
35139,106361323,2013,Management & Supervision,133759,1.27
35140,106361323,2013,Technician & Specialist,411158,3.9
35141,106361323,2013,Registered Nurse,554956,5.26
35142,106361323,2013,Licensed Vocational Nurse,139933,1.33
35143,106361323,2013,Aides & Orderlies,198163,1.88
35144,106361323,2013,Clerical & Other Administrative,226347,2.15
35145,106361323,2013,Environmental & Food Services,203344,1.93
35146,106361323,2013,Other,93531,0.89
35147,106361323,2013,Contracted Registry Nursing,5555,0.05
35148,106361323,2013,Contracted Other,10146,0.1
35149,106361323,2013,Daily Cost Centers,776305,7.36
35150,106361323,2013,Ambulatory Cost Centers,146409,1.39
35151,106361323,2013,Ancillary Cost Centers,424608,4.03
35152,106361323,2013,Education Cost Centers,0,0.0
35153,106361323,2013,General Services Cost Centers,361671,3.43
35154,106361323,2013,Fiscal Services Cost Centers,95488,0.91
35155,106361323,2013,Administrative Services Cost Centers,172411,1.64
35156,106361339,2013,Management & Supervision,161129,1.81
35157,106361339,2013,Technician & Specialist,510303,5.72
35158,106361339,2013,Registered Nurse,923044,10.35
35159,106361339,2013,Licensed Vocational Nurse,24851,0.28
35160,106361339,2013,Aides & Orderlies,127915,1.43
35161,106361339,2013,Clerical & Other Administrative,311675,3.49
35162,106361339,2013,Environmental & Food Services,204733,2.29
35163,106361339,2013,Other,120078,1.35
35164,106361339,2013,Contracted Registry Nursing,56761,0.64
35165,106361339,2013,Contracted Other,23399,0.26
35166,106361339,2013,Daily Cost Centers,810588,9.09
35167,106361339,2013,Ambulatory Cost Centers,206879,2.32
35168,106361339,2013,Ancillary Cost Centers,684280,7.67
35169,106361339,2013,Education Cost Centers,3314,0.04
35170,106361339,2013,General Services Cost Centers,365767,4.1
35171,106361339,2013,Fiscal Services Cost Centers,126649,1.42
35172,106361339,2013,Administrative Services Cost Centers,266411,2.99
35173,106361343,2013,Management & Supervision,170542,1.67
35174,106361343,2013,Technician & Specialist,422877,4.15
35175,106361343,2013,Registered Nurse,884298,8.67
35176,106361343,2013,Licensed Vocational Nurse,3529,0.03
35177,106361343,2013,Aides & Orderlies,235122,2.31
35178,106361343,2013,Clerical & Other Administrative,441128,4.33
35179,106361343,2013,Environmental & Food Services,234593,2.3
35180,106361343,2013,Other,11347,0.11
35181,106361343,2013,Contracted Registry Nursing,87733,0.86
35182,106361343,2013,Contracted Other,0,0.0
35183,106361343,2013,Daily Cost Centers,840036,8.24
35184,106361343,2013,Ambulatory Cost Centers,289109,2.84
35185,106361343,2013,Ancillary Cost Centers,705841,6.92
35186,106361343,2013,Education Cost Centers,0,0.0
35187,106361343,2013,General Services Cost Centers,380865,3.74
35188,106361343,2013,Fiscal Services Cost Centers,18489,0.18
35189,106361343,2013,Administrative Services Cost Centers,256829,2.52
35190,106361370,2013,Management & Supervision,64628,1.87
35191,106361370,2013,Technician & Specialist,255649,7.39
35192,106361370,2013,Registered Nurse,361617,10.46
35193,106361370,2013,Licensed Vocational Nurse,0,0.0
35194,106361370,2013,Aides & Orderlies,51236,1.48
35195,106361370,2013,Clerical & Other Administrative,199058,5.76
35196,106361370,2013,Environmental & Food Services,42468,1.23
35197,106361370,2013,Other,0,0.0
35198,106361370,2013,Contracted Registry Nursing,0,0.0
35199,106361370,2013,Contracted Other,2308,0.07
35200,106361370,2013,Daily Cost Centers,258456,7.48
35201,106361370,2013,Ambulatory Cost Centers,95528,2.76
35202,106361370,2013,Ancillary Cost Centers,343872,9.95
35203,106361370,2013,Education Cost Centers,0,0.0
35204,106361370,2013,General Services Cost Centers,123197,3.56
35205,106361370,2013,Fiscal Services Cost Centers,78413,2.27
35206,106361370,2013,Administrative Services Cost Centers,77498,2.24
35207,106361458,2013,Management & Supervision,14333,3.24
35208,106361458,2013,Technician & Specialist,29446,6.66
35209,106361458,2013,Registered Nurse,30614,6.92
35210,106361458,2013,Licensed Vocational Nurse,9636,2.18
35211,106361458,2013,Aides & Orderlies,2130,0.48
35212,106361458,2013,Clerical & Other Administrative,22293,5.04
35213,106361458,2013,Environmental & Food Services,17473,3.95
35214,106361458,2013,Other,0,0.0
35215,106361458,2013,Contracted Registry Nursing,0,0.0
35216,106361458,2013,Contracted Other,0,0.0
35217,106361458,2013,Daily Cost Centers,19339,4.37
35218,106361458,2013,Ambulatory Cost Centers,20557,4.65
35219,106361458,2013,Ancillary Cost Centers,29149,6.59
35220,106361458,2013,Education Cost Centers,0,0.0
35221,106361458,2013,General Services Cost Centers,30634,6.93
35222,106361458,2013,Fiscal Services Cost Centers,15687,3.55
35223,106361458,2013,Administrative Services Cost Centers,10559,2.39
35224,106361768,2013,Management & Supervision,0,0.0
35225,106361768,2013,Technician & Specialist,0,0.0
35226,106361768,2013,Registered Nurse,0,0.0
35227,106361768,2013,Licensed Vocational Nurse,0,0.0
35228,106361768,2013,Aides & Orderlies,0,0.0
35229,106361768,2013,Clerical & Other Administrative,0,0.0
35230,106361768,2013,Environmental & Food Services,0,0.0
35231,106361768,2013,Other,0,0.0
35232,106361768,2013,Contracted Registry Nursing,0,0.0
35233,106361768,2013,Contracted Other,0,0.0
35234,106361768,2013,Daily Cost Centers,0,0.0
35235,106361768,2013,Ambulatory Cost Centers,0,0.0
35236,106361768,2013,Ancillary Cost Centers,0,0.0
35237,106361768,2013,Education Cost Centers,0,0.0
35238,106361768,2013,General Services Cost Centers,0,0.0
35239,106361768,2013,Fiscal Services Cost Centers,0,0.0
35240,106361768,2013,Administrative Services Cost Centers,0,0.0
35241,106362041,2013,Management & Supervision,90133,1.03
35242,106362041,2013,Technician & Specialist,173718,1.98
35243,106362041,2013,Registered Nurse,215607,2.45
35244,106362041,2013,Licensed Vocational Nurse,65026,0.74
35245,106362041,2013,Aides & Orderlies,144199,1.64
35246,106362041,2013,Clerical & Other Administrative,175194,1.99
35247,106362041,2013,Environmental & Food Services,130310,1.48
35248,106362041,2013,Other,0,0.0
35249,106362041,2013,Contracted Registry Nursing,6058,0.07
35250,106362041,2013,Contracted Other,10241,0.12
35251,106362041,2013,Daily Cost Centers,375464,4.27
35252,106362041,2013,Ambulatory Cost Centers,132593,1.51
35253,106362041,2013,Ancillary Cost Centers,162238,1.85
35254,106362041,2013,Education Cost Centers,0,0.0
35255,106362041,2013,General Services Cost Centers,188706,2.15
35256,106362041,2013,Fiscal Services Cost Centers,78456,0.89
35257,106362041,2013,Administrative Services Cost Centers,73029,0.83
35258,106364014,2013,Management & Supervision,57473,1.48
35259,106364014,2013,Technician & Specialist,132818,3.41
35260,106364014,2013,Registered Nurse,116023,2.98
35261,106364014,2013,Licensed Vocational Nurse,12083,0.31
35262,106364014,2013,Aides & Orderlies,78740,2.02
35263,106364014,2013,Clerical & Other Administrative,83336,2.14
35264,106364014,2013,Environmental & Food Services,0,0.0
35265,106364014,2013,Other,15057,0.39
35266,106364014,2013,Contracted Registry Nursing,0,0.0
35267,106364014,2013,Contracted Other,0,0.0
35268,106364014,2013,Daily Cost Centers,217817,5.6
35269,106364014,2013,Ambulatory Cost Centers,116225,2.99
35270,106364014,2013,Ancillary Cost Centers,6549,0.17
35271,106364014,2013,Education Cost Centers,0,0.0
35272,106364014,2013,General Services Cost Centers,42407,1.09
35273,106364014,2013,Fiscal Services Cost Centers,44794,1.15
35274,106364014,2013,Administrative Services Cost Centers,67738,1.74
35275,106364050,2013,Management & Supervision,39796,1.15
35276,106364050,2013,Technician & Specialist,154001,4.44
35277,106364050,2013,Registered Nurse,61480,1.77
35278,106364050,2013,Licensed Vocational Nurse,19989,0.58
35279,106364050,2013,Aides & Orderlies,0,0.0
35280,106364050,2013,Clerical & Other Administrative,50872,1.47
35281,106364050,2013,Environmental & Food Services,22674,0.65
35282,106364050,2013,Other,19194,0.55
35283,106364050,2013,Contracted Registry Nursing,0,0.0
35284,106364050,2013,Contracted Other,556,0.02
35285,106364050,2013,Daily Cost Centers,195178,5.63
35286,106364050,2013,Ambulatory Cost Centers,33124,0.96
35287,106364050,2013,Ancillary Cost Centers,0,0.0
35288,106364050,2013,Education Cost Centers,0,0.0
35289,106364050,2013,General Services Cost Centers,41817,1.21
35290,106364050,2013,Fiscal Services Cost Centers,43450,1.25
35291,106364050,2013,Administrative Services Cost Centers,54993,1.59
35292,106364121,2013,Management & Supervision,38504,2.35
35293,106364121,2013,Technician & Specialist,77384,4.71
35294,106364121,2013,Registered Nurse,63397,3.86
35295,106364121,2013,Licensed Vocational Nurse,17479,1.06
35296,106364121,2013,Aides & Orderlies,26005,1.58
35297,106364121,2013,Clerical & Other Administrative,66572,4.06
35298,106364121,2013,Environmental & Food Services,21194,1.29
35299,106364121,2013,Other,0,0.0
35300,106364121,2013,Contracted Registry Nursing,5445,0.33
35301,106364121,2013,Contracted Other,11742,0.72
35302,106364121,2013,Daily Cost Centers,124415,7.58
35303,106364121,2013,Ambulatory Cost Centers,26828,1.63
35304,106364121,2013,Ancillary Cost Centers,66755,4.07
35305,106364121,2013,Education Cost Centers,0,0.0
35306,106364121,2013,General Services Cost Centers,46403,2.83
35307,106364121,2013,Fiscal Services Cost Centers,10985,0.67
35308,106364121,2013,Administrative Services Cost Centers,52336,3.19
35309,106364144,2013,Management & Supervision,76869,1.75
35310,106364144,2013,Technician & Specialist,379852,8.63
35311,106364144,2013,Registered Nurse,372732,8.47
35312,106364144,2013,Licensed Vocational Nurse,18260,0.41
35313,106364144,2013,Aides & Orderlies,87215,1.98
35314,106410817,2013,Other,43,0.0
35315,106364144,2013,Clerical & Other Administrative,146049,3.32
35316,106364144,2013,Environmental & Food Services,95472,2.17
35317,106364144,2013,Other,43361,0.98
35318,106364144,2013,Contracted Registry Nursing,13091,0.3
35319,106364144,2013,Contracted Other,901,0.02
35320,106364144,2013,Daily Cost Centers,455776,10.35
35321,106364144,2013,Ambulatory Cost Centers,135347,3.07
35322,106364144,2013,Ancillary Cost Centers,225115,5.11
35323,106364144,2013,Education Cost Centers,0,0.0
35324,106364144,2013,General Services Cost Centers,221286,5.03
35325,106364144,2013,Fiscal Services Cost Centers,80337,1.82
35326,106364144,2013,Administrative Services Cost Centers,115941,2.63
35327,106364188,2013,Management & Supervision,110288,5.69
35328,106364188,2013,Technician & Specialist,139144,7.18
35329,106364188,2013,Registered Nurse,65529,3.38
35330,106364188,2013,Licensed Vocational Nurse,49519,2.56
35331,106364188,2013,Aides & Orderlies,39223,2.03
35332,106364188,2013,Clerical & Other Administrative,20130,1.04
35333,106364188,2013,Environmental & Food Services,36998,1.91
35334,106364188,2013,Other,0,0.0
35335,106364188,2013,Contracted Registry Nursing,0,0.0
35336,106364188,2013,Contracted Other,947,0.05
35337,106364188,2013,Daily Cost Centers,193392,9.99
35338,106364188,2013,Ambulatory Cost Centers,13760,0.71
35339,106364188,2013,Ancillary Cost Centers,121825,6.29
35340,106364188,2013,Education Cost Centers,0,0.0
35341,106364188,2013,General Services Cost Centers,50787,2.62
35342,106364188,2013,Fiscal Services Cost Centers,18418,0.95
35343,106364188,2013,Administrative Services Cost Centers,63596,3.28
35344,106364231,2013,Management & Supervision,272857,1.42
35345,106364231,2013,Technician & Specialist,1132108,5.9
35346,106364231,2013,Registered Nurse,1532501,7.98
35347,106364231,2013,Licensed Vocational Nurse,181163,0.94
35348,106364231,2013,Aides & Orderlies,439225,2.29
35349,106364231,2013,Clerical & Other Administrative,766815,3.99
35350,106364231,2013,Environmental & Food Services,424267,2.21
35351,106364231,2013,Other,347977,1.81
35352,106364231,2013,Contracted Registry Nursing,13083,0.07
35353,106364231,2013,Contracted Other,28644,0.15
35354,106364231,2013,Daily Cost Centers,1485636,7.74
35355,106364231,2013,Ambulatory Cost Centers,770262,4.01
35356,106364231,2013,Ancillary Cost Centers,850800,4.43
35357,106364231,2013,Education Cost Centers,355286,1.85
35358,106364231,2013,General Services Cost Centers,893113,4.65
35359,106364231,2013,Fiscal Services Cost Centers,317805,1.66
35360,106364231,2013,Administrative Services Cost Centers,465738,2.43
35361,106370652,2013,Management & Supervision,73965,1.86
35362,106370652,2013,Technician & Specialist,500061,12.59
35363,106370652,2013,Registered Nurse,440976,11.1
35364,106370652,2013,Licensed Vocational Nurse,2590,0.07
35365,106370652,2013,Aides & Orderlies,86706,2.18
35366,106370652,2013,Clerical & Other Administrative,158106,3.98
35367,106370652,2013,Environmental & Food Services,328,0.01
35368,106370652,2013,Other,1949,0.05
35369,106370652,2013,Contracted Registry Nursing,35676,0.9
35370,106370652,2013,Contracted Other,49,0.0
35371,106370652,2013,Daily Cost Centers,457945,11.53
35372,106370652,2013,Ambulatory Cost Centers,88365,2.22
35373,106370652,2013,Ancillary Cost Centers,357382,9.0
35374,106370652,2013,Education Cost Centers,0,0.0
35375,106370652,2013,General Services Cost Centers,211991,5.34
35376,106370652,2013,Fiscal Services Cost Centers,65088,1.64
35377,106370652,2013,Administrative Services Cost Centers,119635,3.01
35378,106370673,2013,Management & Supervision,396410,2.52
35379,106370673,2013,Technician & Specialist,1688849,10.74
35380,106370673,2013,Registered Nurse,1338801,8.51
35381,106370673,2013,Licensed Vocational Nurse,33948,0.22
35382,106370673,2013,Aides & Orderlies,137523,0.87
35383,106370673,2013,Clerical & Other Administrative,1102070,7.01
35384,106370673,2013,Environmental & Food Services,320288,2.04
35385,106370673,2013,Other,472708,3.01
35386,106370673,2013,Contracted Registry Nursing,0,0.0
35387,106370673,2013,Contracted Other,0,0.0
35388,106370673,2013,Daily Cost Centers,1365546,8.68
35389,106370673,2013,Ambulatory Cost Centers,493320,3.14
35390,106370673,2013,Ancillary Cost Centers,936020,5.95
35391,106370673,2013,Education Cost Centers,130232,0.83
35392,106370673,2013,General Services Cost Centers,897778,5.71
35393,106370673,2013,Fiscal Services Cost Centers,467642,2.97
35394,106370673,2013,Administrative Services Cost Centers,446938,2.84
35395,106370689,2013,Management & Supervision,47526,0.77
35396,106370689,2013,Technician & Specialist,191229,3.12
35397,106370689,2013,Registered Nurse,185021,3.02
35398,106370689,2013,Licensed Vocational Nurse,87737,1.43
35399,106370689,2013,Aides & Orderlies,160906,2.62
35400,106370689,2013,Clerical & Other Administrative,107290,1.75
35401,106370689,2013,Environmental & Food Services,12385,0.2
35402,106370689,2013,Other,54189,0.88
35403,106370689,2013,Contracted Registry Nursing,6021,0.1
35404,106370689,2013,Contracted Other,3098,0.05
35405,106370689,2013,Daily Cost Centers,417816,6.81
35406,106370689,2013,Ambulatory Cost Centers,34731,0.57
35407,106370689,2013,Ancillary Cost Centers,212516,3.46
35408,106370689,2013,Education Cost Centers,0,0.0
35409,106370689,2013,General Services Cost Centers,88330,1.44
35410,106370689,2013,Fiscal Services Cost Centers,31512,0.51
35411,106370689,2013,Administrative Services Cost Centers,61790,1.01
35412,106370694,2013,Management & Supervision,242717,1.07
35413,106370694,2013,Technician & Specialist,1674042,7.38
35414,106370694,2013,Registered Nurse,2556145,11.27
35415,106370694,2013,Licensed Vocational Nurse,40596,0.18
35416,106370694,2013,Aides & Orderlies,172499,0.76
35417,106370694,2013,Clerical & Other Administrative,1092508,4.82
